time,pyfile,data_shape,random_state,model,model_structure,loss,optimizer,epochs,batch_size,train_second,first_loss,last_loss,last_val_loss,best_val_loss,best_val_epoch,last_accuracy,best_val_accuracy,best_val_acc_epoch,test_loss,test_accuracy,rmse,r2
2026-09-23 09:33:38,keras52_optimizer01_california.py,"(16512, 8)",0,sequential,Dense 256 -> 128 -> 64 -> 32 -> 8 -> 4 -> 1,mse,Adam,100,40,108.6174,0.849172055721283,1.3368704319000244,1.373618245124817,0.3796265721321106,6,,,,1.2945085763931274,,,-0.000408994020896003
